Box ,Sample ID,Location name,Collection Date,WEEK OF YEAR,status,PlateNumber,
13c,2104,maple hill,7/11/2015,28,in collection box 13c,2104,B6
13c,2260,maple hill,7/11/2015,28,in collection box 13c,2105,
13c,2261,maple hill,7/11/2015,28,in collection box 13c,2107,
13c,2109,maple hill,7/11/2015,28,in collection box 13c,2109,
13c,2262,maple hill,7/11/2015,28,in collection box 13c,2111,
13c,2112,maple hill,7/11/2015,28,in collection box 13c,2112,
13c,2115,maple hill,7/11/2015,28,in collection box 13c,2115,
13c,2117,maple hill,7/11/2015,28,in collection box 13c,2117,
1B,1610,Hopkinton,7/29/2015,31,collection box 1B,may not have been processed,
1B,1622,Hopkinton,7/20/2015,30,collection box 1B,may not have been processed,
1B,1634,Hopkinton,7/13/2015,29,collection box 1B,may not have been processed,
1C,1450,Hopkinton,8/31/2015,36,in collection box 1C,may not have been processed,
1C,1462,Hopkinton,8/31/2015,36,in collection box 1C,may not have been processed,
6,0003,Hopkinton,6/22/2015,26,in collection box,may not have been processed,
6,0007,Hopkinton,6/15/2015,25,in collection box,may not have been processed,
6,0568,Hopkinton,6/29/2015,27,in collection box,may not have been processed,
11A,1520,massabesic,6/28/2015,26,in collection box 11A,Not In Box,
11A,1529,massabesic,6/28/2015,26,in collection box 11A,Not In Box,
11A,1530,massabesic,6/28/2015,26,in collection box 11A,Not In Box,
12A,0251,willard,7/12/2015,28,in collection box 12A,plate1,D12
12A,0253,willard,7/12/2015,28,in collection box 12A,plate1,F11
12A,0257,willard,7/12/2015,28,in collection box 12A,plate1,E6
12A,0259,willard,7/12/2015,28,in collection box 12A,plate1,B6
12A,0260,willard,7/12/2015,28,in collection box 12A,plate1,E12
12A,0469,willard,7/12/2015,28,in collection box 12A,plate1,G11
12A,0470,willard,6/13/2015,24,in collection box,plate1,C5
12A,0471,willard,6/13/2015,24,in collection box,plate1,D4
12A,0472,willard,6/13/2015,24,in collection box,plate1,E4
12A,0484,willard,6/13/2015,24,in collection box,plate1,B3
12A,0485,willard,6/13/2015,24,in collection box,plate1,C4
12A,0486,willard,6/13/2015,24,in collection box,plate1,A6
12A,0490,willard,6/13/2015,24,in collection box,plate1,A3
12A,0491,willard,6/13/2015,24,in collection box,plate1,C3
12A,0496,willard,6/13/2015,24,in collection box,plate1,D9
12A,0497,willard,6/13/2015,24,in collection box,plate1,G5
12A,0501,willard,6/13/2015,24,in collection box,plate1,E9
12A,0502,willard,6/13/2015,24,in collection box,plate1,D5
13a,0409,maple hill,6/13/2015,24,in collection box 13a,plate1,F10
13a,0414,maple hill,6/13/2015,24,in collection box 13a,plate1,D7
13a,0419,maple hill,6/13/2015,24,in collection box 13a,plate1,C9
13b,2083,maple hill,8/22/2015,34,in collection box 13b,plate1,A9
13b,2084,maple hill,8/22/2015,34,in collection box 13b,plate1,A7
13b,2088,maple hill,8/22/2015,34,in collection box 13b,plate1,B9
13b,2089,maple hill,8/22/2015,34,in collection box 13b,plate1,B7
13c,2108,maple hill,7/11/2015,28,in collection box 13c,plate1,H6
13c,2110,maple hill,7/11/2015,28,in collection box 13c,plate1,D11
13c,2116,maple hill,7/11/2015,28,in collection box 13c,plate1,F7
13c,2254,maple hill,8/1/2015,31,in collection box 13c,plate1,G10
13c,2263,maple hill,7/11/2015,28,in collection box 13c,plate1,E11
14a,0359,brown lane,6/13/2015,24,in collection box 14a,plate1,B8
14a,0360,brown lane,6/13/2015,24,in collection box 14a,plate1,C2
14a,0361,brown lane,6/13/2015,24,in collection box 14a,plate1,A8
14a,0362,brown lane,6/13/2015,24,in collection box 14a,plate1,D2
14B,1878,brown lane,8/22/2015,34,in collection box 14B,plate1,G6
14B,1879,brown lane,8/22/2015,34,in collection box 14B,plate1,H11
14B,1880,brown lane,8/22/2015,34,in collection box 14B,plate1,B12
14B,1883,brown lane,8/22/2015,34,in collection box 14B,plate1,F6
14B,1884,brown lane,8/22/2015,34,in collection box 14B,plate1,H9
14B,1885,brown lane,8/22/2015,34,in collection box 14B,plate1,A12
14c,2030,brown lane,7/11/2015,28,in collection box 14C,plate1,C8
14c,2040,brown lane,7/11/2015,28,in collection box 14C,plate1,F2
14c,2046,brown lane,7/11/2015,28,in collection box 14C,plate1,G9
14c,2050,brown lane,7/11/2015,28,in collection box 14C,plate1,E2
1B,1644,Hopkinton,7/6/2015,28,collection box 1B,plate1,E5
1B,1645,Hopkinton,7/6/2015,28,collection box 1B,plate1,F5
1B,1646,Hopkinton,7/6/2015,28,collection box 1B,plate1,A11
1B,1647,Hopkinton,7/6/2015,28,collection box 1B,plate1,B11
1B,1648,Hopkinton,7/6/2015,28,collection box 1B,plate1,C11
1B,1649,Hopkinton,7/6/2015,28,collection box 1B,plate1,C12
2,0242,fox state,7/12/2015,28,in collection box,plate1,F8
2,0264,fox state,7/12/2015,28,in collection box,plate1,A10
2,0269,fox state,7/12/2015,28,in collection box,plate1,E3
2,0270,fox state,7/12/2015,28,in collection box,plate1,D3
2,0522,fox state,6/13/2015,24,in collection box,plate1,H2
2,0550,fox state,6/13/2015,24,in collection box,plate1,C10
2,0560,fox state,6/13/2015,24,in collection box,plate1,B10
2,0565,fox state,6/13/2015,24,in collection box,plate1,G2
6,0021,Hopkinton,6/8/2015,24,in collection box,plate1,D6
6,0022,Hopkinton,6/8/2015,24,in collection box,plate1,C6
6,0023,Hopkinton,6/8/2015,24,in collection box,plate1,G8
6,0024,Hopkinton,6/8/2015,24,in collection box,plate1,H8
6,0025,Hopkinton,6/8/2015,24,in collection box,plate1,D10
6,0026,Hopkinton,6/8/2015,24,in collection box,plate1,E10
99j,1962,willard,8/23/2015,34,in collection box 99j,plate1,F4
99j,1967,willard,8/23/2015,34,in collection box 99j,plate1,A4
99j,1977,willard,8/23/2015,34,in collection box 99j,plate1,B5
99j,1997,willard,8/23/2015,34,in collection box 99j,plate1,H4
99j,2343,willard,8/23/2015,34,in collection box 99j,plate1,A5
99j,2350,fox state,8/23/2015,34,in collection box 99j,plate1,D8
99j,2352,willard,8/23/2015,34,in collection box 99j,plate1,F9
99j,2358,willard,8/23/2015,34,in collection box 99j,plate1,F3
99j,2362,willard,8/23/2015,34,in collection box 99j,plate1,G3
99j,2365,fox state,8/23/2015,34,in collection box 99j,plate1,B2
99j,2368,willard,8/23/2015,34,in collection box 99j,plate1,H10
99j,2372,willard,8/23/2015,34,in collection box 99j,plate1,G4
99j,2375,fox state,8/23/2015,34,in collection box 99j,plate1,E8
99j,2378,willard,8/23/2015,34,in collection box 99j,plate1,B4
99j,2385,fox state,8/23/2015,34,in collection box 99j,plate1,A2
99j,2387,willard,8/23/2015,34,in collection box 99j,plate1,H3
DRO DNA box 1,0542,fox state,8/9/2015,32,"sample destroyed, gDNA in freezer",plate1,G1
DRO DNA box 1,0543,willard,8/9/2015,32,"sample destroyed, gDNA in freezer",plate1,E1
DRO DNA box 1,0553,willard,8/9/2015,32,"sample destroyed, gDNA in freezer",plate1,A1
DRO DNA box 1,0554,willard,8/9/2015,32,"sample destroyed, gDNA in freezer",plate1,F1
DRO DNA box 1,0559,willard,8/9/2015,32,"sample destroyed, gDNA in freezer",plate1,B1
11A,0461,massabesic,6/13/2015,24,in collection box 11A,plate2,B12
11A,0463,massabesic,6/13/2015,24,in collection box 11A,plate2,C12
11A,0464,massabesic,6/13/2015,24,in collection box 11A,plate2,D12
14a,0408,brown lane,6/20/2015,25,in collection box 14a,plate2,A4
14a,0411,brown lane,6/26/2015,26,in collection box 14a,plate2,G3
14a,0418,brown lane,6/20/2015,25,in collection box 14a,plate2,B4
14a,0426,brown lane,6/26/2015,26,in collection box 14a,plate2,F3
14a,0428,brown lane,6/20/2015,25,in collection box 14a,plate2,C4
14a,0452,brown lane,6/26/2015,26,in collection box 14a,plate2,H3
14a,1871,brown lane,7/4/2015,27,in collection box 14a,plate2,E3
14a,1875,brown lane,7/4/2015,27,in collection box 14a,plate2,D3
14a,1876,brown lane,7/4/2015,27,in collection box 14a,plate2,C3
14B,0431,brown lane,8/29/2015,35,in collection box 14B,plate2,B1
14B,0441,brown lane,8/29/2015,35,in collection box 14B,plate2,A1
14B,0446,brown lane,8/29/2015,35,in collection box 14B,plate2,C1
14B,1889,brown lane,8/14/2015,33,in collection box 14B,plate2,E1
14B,1890,brown lane,8/14/2015,33,in collection box 14B,plate2,F1
14B,1899,brown lane,8/8/2015,32,in collection box 14B,plate2,G1
14B,1900,brown lane,8/8/2015,32,in collection box 14B,plate2,A2
14B,1904,brown lane,8/8/2015,32,in collection box 14B,plate2,H1
14B,1908,brown lane,8/14/2015,33,in collection box 14B,plate2,D1
14c,2008,brown lane,8/1/2015,31,in collection box 14C,plate2,B2
14c,2012,brown lane,8/1/2015,31,in collection box 14C,plate2,C2
14c,2017,brown lane,8/1/2015,31,in collection box 14C,plate2,D2
14c,2029,brown lane,7/18/2015,29,in collection box 14C,plate2,B3
14c,2035,brown lane,7/18/2015,29,in collection box 14C,plate2,A3
14c,2039,brown lane,7/18/2015,29,in collection box 14C,plate2,H2
14c,2044,brown lane,7/25/2015,30,in collection box 14C,plate2,G2
14c,2049,brown lane,7/25/2015,30,in collection box 14C,plate2,E2
14c,2053,brown lane,7/25/2015,30,in collection box 14C,plate2,F2
2,1314,fox state,7/19/2015,29,in collection box,plate2,D7
2,1333,fox state,7/19/2015,29,in collection box,plate2,C7
2,1336,fox state,8/9/2015,32,in collection box 2,plate2,H7
2,1363,fox state,8/9/2015,32,in collection box 2,plate2,G7
2,1447,fox state,8/2/2015,31,in collection box 2,plate2,E7
2,1526,fox state,6/29/2015,27,in collection box,plate2,B7
2,1543,fox state,6/29/2015,27,in collection box,plate2,A7
2,1676,fox state,8/2/2015,31,in collection box 2,plate2,F7
2A,1197,wilton,8/24/2015,35,in collection box 2A,plate2,G11
2A,1198,wilton,8/20/2015,34,in collection box 2A,plate2,D11
2A,1211,wilton,8/20/2015,34,in collection box 2A,plate2,E11
2A,1213,wilton,8/24/2015,35,in collection box 2A,plate2,H11
2A,1214,wilton,8/20/2015,34,in collection box 2A,plate2,F11
2A,1216,wilton,8/24/2015,35,in collection box 2A,plate2,A12
2B,0093,wilton,6/22/2015,26,in collection box 2B,plate2,E9
2B,0094,wilton,6/22/2015,26,in collection box 2B,plate2,F9
2B,0095,wilton,6/22/2015,26,in collection box 2B,plate2,G9
2B,1106,wilton,6/15/2015,25,in collection box 2B,plate2,B9
2B,1110,wilton,6/15/2015,25,in collection box 2B,plate2,C9
2B,1118,wilton,6/15/2015,25,in collection box 2B,plate2,D9
5A,2005,Cornish,8/21/2015,34,in collection box 5A,plate2,F6
5A,2121,Cornish,8/1/2015,31,in collection box 5A,plate2,H5
5A,2122,Cornish,8/21/2015,34,in collection box 5A,plate2,G6
5A,2131,Cornish,8/1/2015,31,in collection box 5A,plate2,A6
5A,2132,Cornish,8/21/2015,34,in collection box 5A,plate2,H6
5A,2135,Cornish,8/16/2015,33,in collection box 5A,plate2,E6
5A,2141,Cornish,8/1/2015,31,in collection box 5A,plate2,B6
5A,2145,Cornish,8/16/2015,33,in collection box 5A,plate2,D6
5A,2154,Cornish,8/16/2015,33,in collection box 5A,plate2,C6
5B,1961,Cornish,7/12/2015,28,in collection box 5B,plate2,B5
5B,1964,Cornish,7/26/2015,30,in collection box 5B,plate2,E5
5B,1965,Cornish,7/12/2015,28,in collection box 5B,plate2,D5
5B,1966,Cornish,7/3/2015,27,in collection box 5B,plate2,H4
5B,1970,Cornish,7/12/2015,28,in collection box 5B,plate2,C5
5B,1974,Cornish,7/26/2015,30,in collection box 5B,plate2,F5
5B,1976,Cornish,7/3/2015,27,in collection box 5B,plate2,G4
5B,1981,Cornish,6/26/2015,26,in collection box 5B,plate2,F4
5B,1984,Cornish,7/26/2015,30,in collection box 5B,plate2,G5
5B,1991,Cornish,6/26/2015,26,in collection box 5B,plate2,E4
5B,2000,Cornish,7/3/2015,27,in collection box 5B,plate2,A5
5B,2336,Cornish,6/26/2015,26,in collection box 5B,plate2,D4
8,0105,wilton,7/10/2015,28,in collection box 8,plate2,C10
8,0106,wilton,7/10/2015,28,in collection box 8,plate2,D10
8,0107,wilton,7/10/2015,28,in collection box 8,plate2,E10
8,0124,wilton,7/19/2015,29,in collection box 8,plate2,F10
8,0125,wilton,7/19/2015,29,in collection box 8,plate2,G10
8,0126,wilton,7/19/2015,29,in collection box 8,plate2,H10
8,1121,wilton,8/13/2015,33,in collection box 8,plate2,A11
8,1122,wilton,8/13/2015,33,in collection box 8,plate2,B11
8,1123,wilton,8/13/2015,33,in collection box 8,plate2,C11
8,1200,wilton,7/2/2015,27,in collection box 8,plate2,H9
8,1201,wilton,7/2/2015,27,in collection box 8,plate2,A10
8,1202,wilton,7/2/2015,27,in collection box 8,plate2,B10
9,0140,Greenfield,6/28/2015,26,in collection box 9,plate2,G8
9,0149,Greenfield,6/28/2015,26,in collection box 9,plate2,H8
9,0158,Greenfield,6/20/2015,25,in collection box 9,plate2,D8
9,0163,Greenfield,6/20/2015,25,in collection box 9,plate2,F8
9,0171,Greenfield,6/14/2015,24,in collection box 9,plate2,C8
9,0173,Greenfield,6/20/2015,25,in collection box 9,plate2,E8
9,0176,Greenfield,6/14/2015,24,in collection box 9,plate2,B8
9,0181,Greenfield,6/14/2015,24,in collection box 9,plate2,A8
10,0188,Swanzey,6/14/2015,24,in collection box 10,plate3,H8
10,0191,Swanzey,6/21/2015,25,in collection box 10,plate3,C9
10,0208,Swanzey,6/14/2015,24,in collection box 10,plate3,A9
10,0209,Swanzey,7/13/2015,29,in collection box 10,plate3,F9
10,0210,Swanzey,7/4/2015,27,in collection box 10,plate3,D9
10,0219,Swanzey,7/13/2015,29,in collection box 10,plate3,G9
10,0220,Swanzey,7/4/2015,27,in collection box 10,plate3,E9
10,0231,Swanzey,6/21/2015,25,in collection box 10,plate3,B9
11A,0258,massabesic,7/11/2015,28,in collection box 11A,plate3,G7
11A,0266,massabesic,7/11/2015,28,in collection box 11A,plate3,E7
11A,1339,massabesic,8/12/2015,33,in collection box 11a,plate3,E8
11A,1354,massabesic,8/12/2015,33,in collection box 11a,plate3,F8
11A,1380,massabesic,7/19/2015,29,in collection box 11A,plate3,H7
11A,1545,massabesic,7/11/2015,28,in collection box 11A,plate3,F7
11A,1692,massabesic,7/26/2015,30,in collection box 11A,plate3,A8
11A,1700,massabesic,7/26/2015,30,in collection box 11A,plate3,B8
11B,0476,massabesic,8/1/2015,31,in collection box 11A,plate3,C8
11B,0504,massabesic,8/1/2015,31,in collection box 11A,plate3,D8
12A,1251,willard,7/19/2015,29,in collection box 12A,plate3,B12
12A,1316,willard,7/19/2015,29,in collection box 12A,plate3,C12
12a,1342,willard,8/9/2015,32,in collection box 12A,plate3,G12
12a,1370,willard,8/9/2015,32,in collection box 12A,plate3,F12
12A,1537,willard,6/29/2015,27,in collection box 12A,plate3,H11
12A,1542,willard,6/29/2015,27,in collection box 12A,plate3,A12
12A,1681,willard,8/2/2015,31,in collection box 12A,plate3,D12
12A,1691,willard,8/2/2015,31,in collection box 12A,plate3,E12
13a,0372,maple hill,6/26/2015,26,in collection box 13a,plate3,A7
13a,0376,maple hill,6/20/2015,25,in collection box 13a,plate3,C7
13a,0381,maple hill,6/26/2015,26,in collection box 13a,plate3,B7
13a,0382,maple hill,6/20/2015,25,in collection box 13a,plate3,D7
13a,0404,maple hill,7/4/2015,27,in collection box 13a,plate3,G6
13a,0405,maple hill,7/4/2015,27,in collection box 13a,plate3,H6
13b,2073,maple hill,8/14/2015,33,in collection box 13b,plate3,F5
13b,2074,maple hill,8/14/2015,33,in collection box 13b,plate3,E5
13b,2099,maple hill,8/29/2015,35,in collection box 13b,plate3,C5
13b,2103,maple hill,8/29/2015,35,in collection box 13b,plate3,D5
13c,2234,maple hill,7/25/2015,30,in collection box 13c,plate3,C6
13c,2239,maple hill,7/25/2015,30,in collection box 13c,plate3,D6
13c,2249,maple hill,7/18/2015,29,in collection box 13c,plate3,F6
13c,2251,maple hill,8/1/2015,31,in collection box 13c,plate3,
13c,2253,maple hill,7/18/2015,29,in collection box 13c,plate3,E6
1A,1704,Hopkinton,8/3/2015,32,in collection box 1A,plate3,C3
1A,1705,Hopkinton,8/3/2015,32,in collection box 1A,plate3,D3
1A,1716,Hopkinton,8/10/2015,33,in collection box 1A,plate3,E3
1A,1717,Hopkinton,8/10/2015,33,in collection box 1A,plate3,F3
1A,1728,Hopkinton,8/17/2015,34,in collection box 1A,plate3,G3
1A,1729,Hopkinton,8/17/2015,34,in collection box 1A,plate3,H3
1A,1740,Hopkinton,8/24/2015,35,in collection box 1A,plate3,A4
1A,1741,Hopkinton,8/24/2015,35,in collection box 1A,plate3,B4
1B,1608,Hopkinton,7/29/2015,31,collection box 1B,plate3,A3
1B,1609,Hopkinton,7/29/2015,31,collection box 1B,plate3,B3
1B,1620,Hopkinton,7/20/2015,30,collection box 1B,plate3,G2
1B,1621,Hopkinton,7/20/2015,30,collection box 1B,plate3,H2
1B,1632,Hopkinton,7/13/2015,29,collection box 1B,plate3,E2
1B,1633,Hopkinton,7/13/2015,29,collection box 1B,plate3,F2
1C,1448,Hopkinton,8/31/2015,36,in collection box 1C,plate3,C4
1C,1449,Hopkinton,8/31/2015,36,in collection box 1C,plate3,D4
1C,1460,Hopkinton,9/9/2015,37,in collection box 1C,plate3,E4
1C,1461,Hopkinton,9/9/2015,37,in collection box 1C,plate3,F4
1C,1472,Hopkinton,9/18/2015,38,in collection box 1C,plate3,G4
1C,1473,Hopkinton,9/18/2015,38,in collection box 1C,plate3,H4
1C,1484,Hopkinton,9/23/2015,39,in collection box 1C,plate3,A5
1C,1485,Hopkinton,9/23/2015,39,in collection box 1C,plate3,B5
4A,1255,Swanzey,7/22/2015,30,in collection box 4A,plate3,A10
4A,1265,Swanzey,7/22/2015,30,in collection box 4A,plate3,H9
4A,1277,Swanzey,7/27/2015,31,in collection box 4A,plate3,B10
4A,1278,Swanzey,7/27/2015,31,in collection box 4A,plate3,C10
4A,1298,Swanzey,8/4/2015,32,in collection box 4A,plate3,D10
4A,1302,Swanzey,8/4/2015,32,in collection box 4A,plate3,E10
4C,1039,Swanzey,8/26/2015,35,in collection box 4c,plate3,F10
4C,1049,Swanzey,8/7/2015,32,in collection box 4c,plate3,
4C,1051,Swanzey,8/7/2015,32,in collection box 4c,plate3,
4C,1067,Swanzey,8/11/2015,33,in collection box 4c,plate3,D11
4C,1071,Swanzey,8/11/2015,33,in collection box 4c,plate3,E11
4C,1073,Swanzey,8/26/2015,35,in collection box 4c,plate3,G10
4C,1078,Swanzey,9/9/2015,37,in collection box 4c,plate3,H10
4C,1079,Swanzey,8/20/2015,34,in collection box 4c,plate3,G11
4C,1084,Swanzey,8/20/2015,34,in collection box 4c,plate3,F11
4C,1087,Swanzey,9/9/2015,37,in collection box 4c,plate3,A11
6,0001,Hopkinton,6/22/2015,26,in collection box,plate3,H1
6,0002,Hopkinton,6/22/2015,26,in collection box,plate3,A2
6,0005,Hopkinton,6/15/2015,25,in collection box,plate3,E1
6,0006,Hopkinton,6/15/2015,25,in collection box,plate3,F1
6,0566,Hopkinton,6/29/2015,27,in collection box,plate3,C2
6,0567,Hopkinton,6/29/2015,27,in collection box,plate3,D2
9,0136,Greenfield,7/5/2015,27,in collection box 9,plate3,B1
9,0139,Greenfield,6/28/2015,26,in collection box 9,plate3,A1
9,0150,Greenfield,7/5/2015,27,in collection box 9,plate3,C1
9,0155,Greenfield,7/5/2015,27,in collection box 9,plate3,D1
13b,2067,maple hill,8/8/2015,32,in collection box 13b,plate3 ,G5
13b,2068,maple hill,8/8/2015,32,in collection box 13b,plate3 ,H5
10,0193,Swanzey,6/14/2015,24,in collection box 10,plate4,E8
10,0198,Swanzey,6/14/2015,24,in collection box 10,plate4,E3
10,0201,Swanzey,6/21/2015,25,in collection box 10,plate4,E12
10,0203,Swanzey,6/14/2015,24,in collection box 10,plate4,E10
10,0212,Swanzey,6/14/2015,24,in collection box 10,plate4,E1
10,0213,Swanzey,6/14/2015,24,in collection box 10,plate4,E9
10,0218,Swanzey,6/14/2015,24,in collection box 10,plate4,E5
10,0222,Swanzey,6/14/2015,24,in collection box 10,plate4,E2
10,0223,Swanzey,6/14/2015,24,in collection box 10,plate4,E7
10,0226,Swanzey,6/21/2015,25,in collection box 10,plate4,E11
10,0227,Swanzey,6/14/2015,24,in collection box 10,plate4,E6
10,0228,Swanzey,6/14/2015,24,in collection box 10,plate4,E4
11A,0271,massabesic,7/11/2015,28,in collection box 11A,plate4,C4
11A,0454,massabesic,6/13/2015,24,in collection box 11A,plate4,C1
11A,0467,massabesic,7/11/2015,28,in collection box 11A,plate4,C5
11A,1496,massabesic,6/28/2015,26,in collection box 11A,plate4,C12
11A,1500,massabesic,6/28/2015,26,in collection box 11A,plate4,C6
11A,1505,massabesic,6/28/2015,26,in collection box 11A,plate4,C10
11A,1510,massabesic,6/28/2015,26,in collection box 11A,plate4,C7
11A,1515,massabesic,6/28/2015,26,in collection box 11A,plate4,C8
11A,1525,massabesic,6/28/2015,26,in collection box 11A,plate4,C9
11A,1535,massabesic,6/28/2015,26,in collection box 11A,plate4,C11
11A,1544,massabesic,6/28/2015,26,in collection box 11A,plate4,C3
11A,9999,massabesic,6/13/2015,24,in collection box 11A,plate4,C2
12A,1497,willard,6/29/2015,27,in collection box 12A,plate4,H6
12A,1501,willard,6/29/2015,27,in collection box 12A,plate4,H12
12A,1502,willard,6/29/2015,27,in collection box 12A,plate4,H4
12A,1507,willard,6/29/2015,27,in collection box 12A,plate4,H5
12A,1508,willard,6/29/2015,27,in collection box 12A,plate4,H11
12A,1513,willard,6/29/2015,27,in collection box 12A,plate4,H3
12A,1517,willard,6/29/2015,27,in collection box 12A,plate4,H9
12A,1523,willard,6/29/2015,27,in collection box 12A,plate4,H2
12A,1527,willard,6/29/2015,27,in collection box 12A,plate4,H1
12A,1528,willard,6/29/2015,27,in collection box 12A,plate4,H10
12A,1533,willard,6/29/2015,27,in collection box 12A,plate4,H7
12A,1538,willard,6/29/2015,27,in collection box 12A,plate4,H8
15A,1573,gilsum,7/26/2015,30,in collection box 15A,plate4,F12
15A,1575,gilsum,10/14/2015,42,in collection box 15A,plate4,F1
15A,1577,gilsum,10/14/2015,42,in collection box 15A,plate4,F4
15A,1578,gilsum,10/14/2015,42,in collection box 15A,plate4,F11
15A,1580,gilsum,10/14/2015,42,in collection box 15A,plate4,F6
15A,1581,gilsum,10/14/2015,42,in collection box 15A,plate4,F7
15A,1585,gilsum,10/14/2015,42,in collection box 15A,plate4,F2
15A,1586,gilsum,10/14/2015,42,in collection box 15A,plate4,F9
15A,1587,gilsum,10/14/2015,42,in collection box 15A,plate4,F10
15A,1590,gilsum,10/14/2015,42,in collection box 15A,plate4,F8
15A,1591,gilsum,10/14/2015,42,in collection box 15A,plate4,F3
15A,1596,gilsum,10/14/2015,42,in collection box 15A,plate4,F5
2,0520,fox state,6/13/2015,24,in collection box,plate4,G7
2,0521,fox state,6/13/2015,24,in collection box,plate4,G6
2,0530,fox state,6/13/2015,24,in collection box,plate4,G4
2,0531,fox state,6/13/2015,24,in collection box,plate4,G3
2,0532,fox state,6/13/2015,24,in collection box,plate4,G5
2,0540,fox state,6/13/2015,24,in collection box,plate4,G2
2,0545,fox state,6/13/2015,24,in collection box,plate4,G1
2,0555,fox state,6/13/2015,24,in collection box,plate4,G8
2,1511,fox state,6/29/2015,27,in collection box,plate4,G9
2,1521,fox state,6/29/2015,27,in collection box,plate4,G10
2,1522,fox state,6/29/2015,27,in collection box,plate4,G11
2,1532,fox state,6/29/2015,27,in collection box,plate4,G12
2B,1100,wilton,6/15/2015,25,in collection box 2B,plate4,D9
2B,1101,wilton,6/15/2015,25,in collection box 2B,plate4,D10
2B,1103,wilton,6/15/2015,25,in collection box 2B,plate4,D10
2B,1104,wilton,6/15/2015,25,in collection box 2B,plate4,D11
2B,1107,wilton,6/15/2015,25,in collection box 2B,plate4,D6
2B,1108,wilton,6/15/2015,25,in collection box 2B,plate4,D4
2B,1109,wilton,6/15/2015,25,in collection box 2B,plate4,D2
2B,1112,wilton,6/15/2015,25,in collection box 2B,plate4,D12
2B,1113,wilton,6/15/2015,25,in collection box 2B,plate4,D8
2B,1114,wilton,6/15/2015,25,in collection box 2B,plate4,D5
2B,1119,wilton,6/15/2015,25,in collection box 2B,plate4,D3
2B,1120,wilton,6/15/2015,25,in collection box 2B,plate4,D7
5B,1960,Cornish,7/12/2015,28,in collection box 5B,plate4,A11
5B,1969,Cornish,7/12/2015,28,in collection box 5B,plate4,A12
5B,1971,Cornish,6/26/2015,26,in collection box 5B,plate4,A1
5B,1975,Cornish,7/12/2015,28,in collection box 5B,plate4,A7
5B,1980,Cornish,7/3/2015,27,in collection box 5B,plate4,A6
5B,1985,Cornish,7/12/2015,28,in collection box 5B,plate4,A8
5B,1986,Cornish,6/26/2015,26,in collection box 5B,plate4,A4
5B,1990,Cornish,7/3/2015,27,in collection box 5B,plate4,A5
5B,1995,Cornish,7/12/2015,28,in collection box 5B,plate4,A9
5B,1996,Cornish,6/26/2015,26,in collection box 5B,plate4,A3
5B,2339,Cornish,7/12/2015,28,in collection box 5B,plate4,A10
5B,2340,Cornish,6/26/2015,26,in collection box 5B,plate4,A2
9,0146,Greenfield,6/14/2015,24,in collection box 9,plate4,B9
9,0151,Greenfield,6/14/2015,24,in collection box 9,plate4,B6
9,0152,Greenfield,6/14/2015,24,in collection box 9,plate4,B7
9,0153,Greenfield,6/20/2015,25,in collection box 9,plate4,B10
9,0156,Greenfield,6/14/2015,24,in collection box 9,plate4,B5
9,0157,Greenfield,6/14/2015,24,in collection box 9,plate4,B8
9,0161,Greenfield,6/14/2015,24,in collection box 9,plate4,B3
9,0162,Greenfield,6/14/2015,24,in collection box 9,plate4,B4
9,0166,Greenfield,6/14/2015,24,in collection box 9,plate4,B2
9,0167,Greenfield,6/20/2015,25,in collection box 9,plate4,B12
9,0172,Greenfield,6/14/2015,24,in collection box 9,plate4,B1
9,0182,Greenfield,6/20/2015,25,in collection box 9,plate4,B11
