SampleID,Site,rBC,fBC,SeqBatch,StudyID,DNAplate,DNAwell,SampleType,Date,WOY,HostSpecies,SiteLat,SiteLong,newDate
oro163164,MTV,SA711,SB505,5.2,oro16,24,E11,sample,7/21/16,30,NA,42.873336,-71.6843,2016-07-21
oro163165,MTV,SA712,SB505,5.2,oro16,24,E12,sample,7/21/16,30,NA,42.873336,-71.6843,2016-07-21
oro163166,MTV,SA701,SB506,5.2,oro16,24,F01,sample,7/21/16,30,NA,42.873336,-71.6843,2016-07-21
oro163167,MTV,SA702,SB506,5.2,oro16,24,F02,sample,7/21/16,30,NA,42.873336,-71.6843,2016-07-21
oro163169,MTV,SA704,SB506,5.2,oro16,24,F04,sample,7/21/16,30,NA,42.873336,-71.6843,2016-07-21
oro163170,MTV,SA705,SB506,5.2,oro16,24,F05,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163171,MTV,SA707,SB506,5.2,oro16,24,F07,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163174,MTV,SA710,SB506,5.2,oro16,24,F10,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163175,MTV,SA711,SB506,5.2,oro16,24,F11,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163177,MTV,SA701,SB507,5.2,oro16,24,G01,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163179,MTV,SA703,SB507,5.2,oro16,24,G03,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163180,MTV,SA704,SB507,5.2,oro16,24,G04,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163181,MTV,SA705,SB507,5.2,oro16,24,G05,sample,7/28/16,31,NA,42.873336,-71.6843,2016-07-28
oro163192,MAS,SB711,SB503,7.1,oro16,34,C11,sample,10/4/16,41,NA,42.984078,-71.364988,2016-10-04
oro163196,MAS,SB705,SB504,7.1,oro16,34,D05,sample,10/14/16,42,NA,42.984078,-71.364988,2016-10-14
oro163202,MAS,SB701,SB504,7.1,oro16,34,D01,sample,10/14/16,42,NA,42.984078,-71.364988,2016-10-14
oro163204,MAS,SB712,SB502,7.1,oro16,34,B12,sample,10/4/16,41,NA,42.984078,-71.364988,2016-10-04
oro163206,MAS,SB703,SB506,7.1,oro16,34,F03,sample,9/22/16,39,NA,NA,NA,NA
oro163207,MAS,SB711,SB505,7.1,oro16,34,E11,sample,9/22/16,39,NA,42.984078,-71.364988,2016-09-22
oro163208,MAS,SB703,SB504,7.1,oro16,34,D03,sample,10/14/16,42,NA,42.984078,-71.364988,2016-10-14
oro163209,MAS,SB707,SB504,7.1,oro16,34,D07,sample,10/14/16,42,NA,NA,NA,NA
oro163213,MAS,SB712,SB505,7.1,oro16,34,E12,sample,9/22/16,39,NA,42.984078,-71.364988,2016-09-22
oro163214,MAS,SB703,SB505,7.1,oro16,34,E03,sample,9/10/16,37,NA,NA,NA,NA
oro163215,MAS,SB701,SB505,7.1,oro16,34,E01,sample,9/10/16,37,NA,42.984078,-71.364988,2016-09-10
oro163217,MAS,SB705,SB506,7.1,oro16,34,F05,sample,9/22/16,39,NA,42.984078,-71.364988,2016-09-22
oro163218,MAS,SB708,SB506,7.1,oro16,34,F08,sample,9/22/16,39,NA,42.984078,-71.364988,2016-09-22
oro163221,MAS,SB712,SB504,7.1,oro16,34,D12,sample,9/10/16,37,NA,42.984078,-71.364988,2016-09-10
oro163222,MAS,SB710,SB504,7.1,oro16,34,D10,sample,9/10/16,37,NA,42.984078,-71.364988,2016-09-10
oro163225,MAS,SB701,SB506,7.1,oro16,34,F01,sample,9/22/16,39,NA,NA,NA,NA
oro163226,MAS,SB708,SB505,7.1,oro16,34,E08,sample,9/10/16,37,NA,NA,NA,NA
oro163227,MAS,SB702,SB505,7.1,oro16,34,E02,sample,9/10/16,37,NA,42.984078,-71.364988,2016-09-10
oro163228,MAS,SB708,SB504,7.1,oro16,34,D08,sample,9/10/16,37,NA,42.984078,-71.364988,2016-09-10
oro163230,MAS,SB702,SB506,7.1,oro16,34,F02,sample,9/22/16,39,NA,42.984078,-71.364988,2016-09-22
oro163232,MAS,SB706,SB505,7.1,oro16,34,E06,sample,9/10/16,37,NA,42.984078,-71.364988,2016-09-10
oro163233,MAS,SB711,SB504,7.1,oro16,34,D11,sample,9/10/16,37,NA,42.984078,-71.364988,2016-09-10
oro163234,HOP,SB708,SA506,7.1,oro16,33,F08,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163235,HOP,SB709,SA506,7.1,oro16,33,F09,sample,9/26/16,40,NA,NA,NA,NA
oro163236,HOP,SB710,SA506,7.1,oro16,33,F10,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163237,HOP,SB711,SA506,7.1,oro16,33,F11,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163238,HOP,SB712,SA506,7.1,oro16,33,F12,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163239,HOP,SB701,SA507,7.1,oro16,33,G01,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163240,HOP,SB702,SA507,7.1,oro16,33,G02,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163241,HOP,SB703,SA507,7.1,oro16,33,G03,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163242,HOP,SB704,SA507,7.1,oro16,33,G04,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163243,HOP,SB705,SA507,7.1,oro16,33,G05,sample,9/26/16,40,NA,43.155838,-71.727587,2016-09-26
oro163244,HOP,SB706,SA507,7.1,oro16,33,G06,sample,9/29/16,40,NA,43.155838,-71.727587,2016-09-29
oro163245,HOP,SB708,SA507,7.1,oro16,33,G08,sample,9/29/16,40,NA,43.155838,-71.727587,2016-09-29
oro163247,HOP,SB710,SA507,7.1,oro16,33,G10,sample,10/3/16,41,NA,43.155838,-71.727587,2016-10-03
oro163251,HOP,SB702,SA508,7.1,oro16,33,H02,sample,10/3/16,41,NA,43.155838,-71.727587,2016-10-03
oro163253,HOP,SB704,SA508,7.1,oro16,33,H04,sample,10/3/16,41,NA,43.155838,-71.727587,2016-10-03
oro163257,HOP,SB709,SA508,7.1,oro16,33,H09,sample,10/3/16,41,NA,43.155838,-71.727587,2016-10-03
oro163261,HOP,SB702,SB501,7.1,oro16,34,A02,sample,10/9/16,41,NA,43.155838,-71.727587,2016-10-09
oro163264,HOP,SB705,SB501,7.1,oro16,34,A05,sample,10/9/16,41,NA,NA,NA,NA
oro163265,HOP,SB706,SB501,7.1,oro16,34,A06,sample,10/9/16,41,NA,43.155838,-71.727587,2016-10-09
oro163266,HOP,SB707,SB501,7.1,oro16,34,A07,sample,10/9/16,41,NA,43.155838,-71.727587,2016-10-09
oro163267,HOP,SB708,SB501,7.1,oro16,34,A08,sample,10/9/16,41,NA,43.155838,-71.727587,2016-10-09
oro163269,HOP,SB710,SB501,7.1,oro16,34,A10,sample,10/9/16,41,NA,NA,NA,NA
oro163271,HOP,SB712,SB501,7.1,oro16,34,A12,sample,10/17/16,43,NA,43.155838,-71.727587,2016-10-17
oro163272,HOP,SB701,SB502,7.1,oro16,34,B01,sample,10/17/16,43,NA,NA,NA,NA
oro163275,HOP,SB705,SB502,7.1,oro16,34,B05,sample,10/17/16,43,NA,43.155838,-71.727587,2016-10-17
oro163276,HOP,SB706,SB502,7.1,oro16,34,B06,sample,10/17/16,43,NA,NA,NA,NA
oro163279,HOP,SB709,SB502,7.1,oro16,34,B09,sample,10/17/16,43,NA,43.155838,-71.727587,2016-10-17
oro163280,HOP,SB710,SB502,7.1,oro16,34,B10,sample,10/17/16,43,NA,43.155838,-71.727587,2016-10-17
oro163390,ALS,SA702,SC501,7.1,oro16,32,A02,sample,7/1/16,27,NA,43.134867,-72.327917,2016-07-01
oro163391,ALS,SA703,SC501,7.1,oro16,32,A03,sample,7/1/16,27,NA,43.134867,-72.327917,2016-07-01
oro163392,ALS,SA704,SC501,7.1,oro16,32,A04,sample,7/1/16,27,NA,43.134867,-72.327917,2016-07-01
oro163393,ALS,SA705,SC501,7.1,oro16,32,A05,sample,7/1/16,27,NA,43.134867,-72.327917,2016-07-01
oro163395,ALS,SA707,SC501,7.1,oro16,32,A07,sample,7/1/16,27,NA,43.134867,-72.327917,2016-07-01
oro163396,ALS,SA708,SC501,7.1,oro16,32,A08,sample,7/5/16,28,NA,43.134867,-72.327917,2016-07-05
oro163397,ALS,SA709,SC501,7.1,oro16,32,A09,sample,7/5/16,28,NA,43.134867,-72.327917,2016-07-05
oro163398,ALS,SA710,SC501,7.1,oro16,32,A10,sample,7/5/16,28,NA,43.134867,-72.327917,2016-07-05
oro163399,ALS,SA711,SC501,7.1,oro16,32,A11,sample,7/5/16,28,NA,43.134867,-72.327917,2016-07-05
oro163401,ALS,SA701,SC502,7.1,oro16,32,B01,sample,7/5/16,28,NA,43.134867,-72.327917,2016-07-05
oro163402,ALS,SA703,SC502,7.1,oro16,32,B03,sample,7/7/16,28,NA,43.134867,-72.327917,2016-07-07
oro163403,ALS,SA704,SC502,7.1,oro16,32,B04,sample,7/7/16,28,NA,43.134867,-72.327917,2016-07-07
oro163406,ALS,SA707,SC502,7.1,oro16,32,B07,sample,7/7/16,28,NA,43.134867,-72.327917,2016-07-07
oro163409,ALS,SA710,SC502,7.1,oro16,32,B10,sample,7/14/16,29,NA,43.134867,-72.327917,2016-07-14
oro163410,ALS,SA711,SC502,7.1,oro16,32,B11,sample,7/16/16,29,NA,43.134867,-72.327917,2016-07-16
oro163412,ALS,SA701,SC503,7.1,oro16,32,C01,sample,7/16/16,29,NA,43.134867,-72.327917,2016-07-16
oro163413,ALS,SA702,SC503,7.1,oro16,32,C02,sample,7/16/16,29,NA,43.134867,-72.327917,2016-07-16
oro163414,ALS,SA704,SC503,7.1,oro16,32,C04,sample,7/16/16,29,NA,43.134867,-72.327917,2016-07-16
oro163415,ALS,SA705,SC503,7.1,oro16,32,C05,sample,7/16/16,29,NA,NA,NA,NA
oro163416,ALS,SA706,SC503,7.1,oro16,32,C06,sample,7/16/16,29,NA,NA,NA,NA
oro163417,ALS,SA707,SC503,7.1,oro16,32,C07,sample,7/16/16,29,NA,NA,NA,NA
oro163420,ALS,SA710,SC503,7.1,oro16,32,C10,sample,7/16/16,29,NA,43.134867,-72.327917,2016-07-16
oro163421,ALS,SA711,SC503,7.1,oro16,32,C11,sample,7/16/16,29,NA,43.134867,-72.327917,2016-07-16
oro163423,ALS,SA701,SC504,7.1,oro16,32,D01,sample,7/23/16,30,NA,43.134867,-72.327917,2016-07-23
oro163424,ALS,SA702,SC504,7.1,oro16,32,D02,sample,7/23/16,30,NA,43.134867,-72.327917,2016-07-23
oro163425,ALS,SA703,SC504,7.1,oro16,32,D03,sample,7/23/16,30,NA,43.134867,-72.327917,2016-07-23
oro163426,ALS,SA705,SC504,7.1,oro16,32,D05,sample,7/23/16,30,NA,43.134867,-72.327917,2016-07-23
oro163427,ALS,SA706,SC504,7.1,oro16,32,D06,sample,7/23/16,30,NA,NA,NA,NA
oro163428,ALS,SA707,SC504,7.1,oro16,32,D07,sample,7/23/16,30,NA,43.134867,-72.327917,2016-07-23
oro163430,ALS,SA709,SC504,7.1,oro16,32,D09,sample,7/23/16,30,NA,43.134867,-72.327917,2016-07-23
oro163432,ALS,SA711,SC504,7.1,oro16,32,D11,sample,7/23/16,30,NA,43.134867,-72.327917,2016-07-23
oro163433,ALS,SA712,SC504,7.1,oro16,32,D12,sample,7/31/16,31,NA,NA,NA,NA
oro163434,ALS,SA701,SC505,7.1,oro16,32,E01,sample,7/31/16,31,NA,43.134867,-72.327917,2016-07-31
oro163435,ALS,SA702,SC505,7.1,oro16,32,E02,sample,7/31/16,31,NA,43.134867,-72.327917,2016-07-31
oro163436,ALS,SA703,SC505,7.1,oro16,32,E03,sample,7/31/16,31,NA,43.134867,-72.327917,2016-07-31
oro163437,ALS,SA704,SC505,7.1,oro16,32,E04,sample,7/31/16,31,NA,43.134867,-72.327917,2016-07-31
oro163438,ALS,SA706,SC505,7.1,oro16,32,E06,sample,7/31/16,31,NA,NA,NA,NA
oro163439,ALS,SA707,SC505,7.1,oro16,32,E07,sample,8/4/16,32,NA,NA,NA,NA
oro163440,ALS,SA708,SC505,7.1,oro16,32,E08,sample,8/4/16,32,NA,43.134867,-72.327917,2016-08-04
oro163442,ALS,SA710,SC505,7.1,oro16,32,E10,sample,8/4/16,32,NA,43.134867,-72.327917,2016-08-04
oro163443,ALS,SA711,SC505,7.1,oro16,32,E11,sample,8/4/16,32,NA,43.134867,-72.327917,2016-08-04
oro163445,ALS,SA701,SC506,7.1,oro16,32,F01,sample,8/4/16,32,NA,NA,NA,NA
oro163446,ALS,SA702,SC506,7.1,oro16,32,F02,sample,8/4/16,32,NA,43.134867,-72.327917,2016-08-04
oro163447,ALS,SA703,SC506,7.1,oro16,32,F03,sample,8/4/16,32,NA,43.134867,-72.327917,2016-08-04
oro163448,ALS,SA704,SC506,7.1,oro16,32,F04,sample,8/4/16,32,NA,NA,NA,NA
oro163449,ALS,SA705,SC506,7.1,oro16,32,F05,sample,8/4/16,32,NA,43.134867,-72.327917,2016-08-04
oro163453,ALS,SA710,SC506,7.1,oro16,32,F10,sample,8/10/16,33,NA,43.134867,-72.327917,2016-08-10
oro163455,ALS,SA712,SC506,7.1,oro16,32,F12,sample,8/10/16,33,NA,43.134867,-72.327917,2016-08-10
oro163457,ALS,SA702,SC507,7.1,oro16,32,G02,sample,8/10/16,33,NA,43.134867,-72.327917,2016-08-10
oro163458,ALS,SA703,SC507,7.1,oro16,32,G03,sample,8/10/16,33,NA,43.134867,-72.327917,2016-08-10
oro163459,ALS,SA704,SC507,7.1,oro16,32,G04,sample,8/10/16,33,NA,43.134867,-72.327917,2016-08-10
oro163460,ALS,SA705,SC507,7.1,oro16,32,G05,sample,8/10/16,33,NA,43.134867,-72.327917,2016-08-10
oro163461,ALS,SA706,SC507,7.1,oro16,32,G06,sample,8/10/16,33,NA,NA,NA,NA
oro163462,ALS,SA708,SC507,7.1,oro16,32,G08,sample,8/10/16,33,NA,NA,NA,NA
oro163464,ALS,SA710,SC507,7.1,oro16,32,G10,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163465,ALS,SA711,SC507,7.1,oro16,32,G11,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163467,ALS,SA701,SC508,7.1,oro16,32,H01,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163468,ALS,SA702,SC508,7.1,oro16,32,H02,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163469,ALS,SA703,SC508,7.1,oro16,32,H03,sample,8/17/16,34,NA,NA,NA,NA
oro163470,ALS,SA704,SC508,7.1,oro16,32,H04,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163471,ALS,SA705,SC508,7.1,oro16,32,H05,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163472,ALS,SA706,SC508,7.1,oro16,32,H06,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163473,ALS,SA707,SC508,7.1,oro16,32,H07,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163475,ALS,SA710,SC508,7.1,oro16,32,H10,sample,8/17/16,34,NA,43.134867,-72.327917,2016-08-17
oro163479,ALS,SB703,SA501,7.1,oro16,33,A03,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163480,ALS,SB704,SA501,7.1,oro16,33,A04,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163481,ALS,SB705,SA501,7.1,oro16,33,A05,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163482,ALS,SB706,SA501,7.1,oro16,33,A06,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163483,ALS,SB707,SA501,7.1,oro16,33,A07,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163484,ALS,SB708,SA501,7.1,oro16,33,A08,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163485,ALS,SB709,SA501,7.1,oro16,33,A09,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163486,ALS,SB710,SA501,7.1,oro16,33,A10,sample,8/25/16,35,NA,43.134867,-72.327917,2016-08-25
oro163488,ALS,SB712,SA501,7.1,oro16,33,A12,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163489,ALS,SB701,SA502,7.1,oro16,33,B01,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163490,ALS,SB703,SA502,7.1,oro16,33,B03,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163491,ALS,SB704,SA502,7.1,oro16,33,B04,sample,9/1/16,36,NA,NA,NA,NA
oro163492,ALS,SB705,SA502,7.1,oro16,33,B05,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163493,ALS,SB706,SA502,7.1,oro16,33,B06,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163494,ALS,SB707,SA502,7.1,oro16,33,B07,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163495,ALS,SB708,SA502,7.1,oro16,33,B08,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163496,ALS,SB709,SA502,7.1,oro16,33,B09,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163497,ALS,SB710,SA502,7.1,oro16,33,B10,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163498,ALS,SB711,SA502,7.1,oro16,33,B11,sample,9/1/16,36,NA,43.134867,-72.327917,2016-09-01
oro163500,ALS,SB701,SA503,7.1,oro16,33,C01,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163501,ALS,SB702,SA503,7.1,oro16,33,C02,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163502,ALS,SB704,SA503,7.1,oro16,33,C04,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163503,ALS,SB705,SA503,7.1,oro16,33,C05,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163504,ALS,SB706,SA503,7.1,oro16,33,C06,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163506,ALS,SB708,SA503,7.1,oro16,33,C08,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163507,ALS,SB709,SA503,7.1,oro16,33,C09,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163508,ALS,SB710,SA503,7.1,oro16,33,C10,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163509,ALS,SB711,SA503,7.1,oro16,33,C11,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163510,ALS,SB712,SA503,7.1,oro16,33,C12,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163511,ALS,SB701,SA504,7.1,oro16,33,D01,sample,9/7/16,37,NA,43.134867,-72.327917,2016-09-07
oro163512,ALS,SB702,SA504,7.1,oro16,33,D02,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163513,ALS,SB703,SA504,7.1,oro16,33,D03,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163514,ALS,SB705,SA504,7.1,oro16,33,D05,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163515,ALS,SB706,SA504,7.1,oro16,33,D06,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163516,ALS,SB707,SA504,7.1,oro16,33,D07,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163517,ALS,SB708,SA504,7.1,oro16,33,D08,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163518,ALS,SB709,SA504,7.1,oro16,33,D09,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163519,ALS,SB710,SA504,7.1,oro16,33,D10,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163522,ALS,SB701,SA505,7.1,oro16,33,E01,sample,9/14/16,38,NA,43.134867,-72.327917,2016-09-14
oro163524,ALS,SB703,SA505,7.1,oro16,33,E03,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163525,ALS,SB704,SA505,7.1,oro16,33,E04,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163526,ALS,SB706,SA505,7.1,oro16,33,E06,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163527,ALS,SB707,SA505,7.1,oro16,33,E07,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163528,ALS,SB708,SA505,7.1,oro16,33,E08,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163529,ALS,SB709,SA505,7.1,oro16,33,E09,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163530,ALS,SB710,SA505,7.1,oro16,33,E10,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163531,ALS,SB711,SA505,7.1,oro16,33,E11,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163533,ALS,SB701,SA506,7.1,oro16,33,F01,sample,9/21/16,39,NA,43.134867,-72.327917,2016-09-21
oro163537,MAS,SB701,SB508,7.1,oro16,34,H01,sample,7/31/16,31,NA,42.984078,-71.364988,2016-07-31
oro163539,MAS,SB708,SB507,7.1,oro16,34,G08,sample,8/1/16,32,NA,42.984078,-71.364988,2016-08-01
oro163540,MAS,SB702,SB508,7.1,oro16,34,H02,sample,7/31/16,31,NA,42.984078,-71.364988,2016-07-31
oro163541,MAS,SB703,SB508,7.1,oro16,34,H03,sample,7/31/16,31,NA,42.984078,-71.364988,2016-07-31
oro163543,MAS,SB710,SB508,7.1,oro16,34,H10,sample,7/31/16,31,NA,42.984078,-71.364988,2016-07-31
oro163544,MAS,SB706,SB507,7.1,oro16,34,G06,sample,8/1/16,32,NA,42.984078,-71.364988,2016-08-01
oro163545,MAS,SB705,SB507,7.1,oro16,34,G05,sample,8/1/16,32,NA,NA,NA,NA
oro163546,MAS,SB704,SB508,7.1,oro16,34,H04,sample,7/31/16,31,NA,42.984078,-71.364988,2016-07-31
oro163547,MAS,SB705,SB508,7.1,oro16,34,H05,sample,7/31/16,31,NA,42.984078,-71.364988,2016-07-31
oro163549,MAS,SB707,SB508,7.1,oro16,34,H07,sample,7/31/16,31,NA,NA,NA,NA
oro163550,MAS,SB704,SB507,7.1,oro16,34,G04,sample,8/1/16,32,NA,NA,NA,NA
oro163552,MAS,SB711,SB507,7.1,oro16,34,G11,sample,7/31/16,31,NA,NA,NA,NA
oro163553,MAS,SB702,SC501,7.1,oro16,35,A02,sample,8/30/16,36,NA,42.984078,-71.364988,2016-08-30
oro163554,MAS,SB712,SB508,7.1,oro16,34,H12,sample,8/30/16,36,NA,NA,NA,NA
oro163555,MAS,SB712,SC501,7.1,oro16,35,A12,sample,8/30/16,36,NA,NA,NA,NA
oro163557,MAS,SB703,SB507,7.1,oro16,34,G03,sample,8/1/16,32,NA,42.984078,-71.364988,2016-08-01
oro163558,MAS,SB703,SC501,7.1,oro16,35,A03,sample,8/30/16,36,NA,42.984078,-71.364988,2016-08-30
oro163559,MAS,SB706,SC501,7.1,oro16,35,A06,sample,8/30/16,36,NA,42.984078,-71.364988,2016-08-30
oro163560,MAS,SB709,SC501,7.1,oro16,35,A09,sample,8/30/16,36,NA,NA,NA,NA
oro163561,MAS,SB710,SB507,7.1,oro16,34,G10,sample,8/1/16,32,NA,42.984078,-71.364988,2016-08-01
oro163562,MAS,SB702,SB507,7.1,oro16,34,G02,sample,8/1/16,32,NA,42.984078,-71.364988,2016-08-01
oro163563,MAS,SB701,SB507,7.1,oro16,34,G01,sample,8/1/16,32,NA,42.984078,-71.364988,2016-08-01
oro163565,MAS,SB704,SC501,7.1,oro16,35,A04,sample,8/30/16,36,NA,NA,NA,NA
oro163566,MAS,SB711,SC501,7.1,oro16,35,A11,sample,8/30/16,36,NA,42.984078,-71.364988,2016-08-30
oro163567,MAS,SB709,SB507,7.1,oro16,34,G09,sample,8/1/16,32,NA,NA,NA,NA
oro163568,MAS,SB712,SB506,7.1,oro16,34,F12,sample,8/1/16,32,NA,NA,NA,NA
oro163570,MAS,SB711,SC502,7.1,oro16,35,B11,sample,7/23/16,30,NA,NA,NA,NA
oro163571,MAS,SB712,SC502,7.1,oro16,35,B12,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163572a,MAS,SB707,SC501,7.1,oro16,35,A07,sample,8/30/16,36,NA,42.984078,-71.364988,2016-08-30
oro163575,MAS,SB708,SC502,7.1,oro16,35,B08,sample,7/23/16,30,NA,NA,NA,NA
oro163576,MAS,SB706,SC502,7.1,oro16,35,B06,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163577,MAS,SB702,SC502,7.1,oro16,35,B02,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163578,MAS,SB710,SC502,7.1,oro16,35,B10,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163579,MAS,SB709,SC502,7.1,oro16,35,B09,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163580,MAS,SB704,SC502,7.1,oro16,35,B04,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163581,MAS,SB705,SC502,7.1,oro16,35,B05,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163582,MAS,SB703,SC502,7.1,oro16,35,B03,sample,7/23/16,30,NA,NA,NA,NA
oro163583,MAS,SB701,SC502,7.1,oro16,35,B01,sample,7/23/16,30,NA,42.984078,-71.364988,2016-07-23
oro163584,EPS,SB702,SA504,5.1,oro16,20,D02,sample,8/9/16,33,NA,43.206489,-71.364058,2016-08-09
oro163585,EPS,SB703,SA504,5.1,oro16,20,D03,sample,8/6/16,32,NA,43.206489,-71.364058,2016-08-06
oro163587,EPS,SB706,SA504,5.1,oro16,20,D06,sample,8/6/16,32,NA,43.206489,-71.364058,2016-08-06
oro163588,EPS,SB707,SA504,5.1,oro16,20,D07,sample,8/6/16,32,NA,43.206489,-71.364058,2016-08-06
oro163591,EPS,SB710,SA504,5.1,oro16,20,D10,sample,8/6/16,32,NA,43.206489,-71.364058,2016-08-06
oro163592,EPS,SB711,SA504,5.1,oro16,20,D11,sample,8/6/16,32,NA,43.206489,-71.364058,2016-08-06
oro163595,EPS,SB702,SA505,5.1,oro16,20,E02,sample,8/6/16,32,NA,43.206489,-71.364058,2016-08-06
oro163596,EPS,SB703,SA505,5.1,oro16,20,E03,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163597,EPS,SB704,SA505,5.1,oro16,20,E04,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163598,EPS,SB706,SA505,5.1,oro16,20,E06,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163599,EPS,SB707,SA505,5.1,oro16,20,E07,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163600,EPS,SB708,SA505,5.1,oro16,20,E08,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163601,EPS,SB709,SA505,5.1,oro16,20,E09,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163602,EPS,SB710,SA505,5.1,oro16,20,E10,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163606,EPS,SB702,SA506,5.1,oro16,20,F02,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
oro163607,EPS,SB703,SA506,5.1,oro16,20,F03,sample,8/14/16,33,NA,43.206489,-71.364058,2016-08-14
